Title,Authors,Abstract,Published,Category,PDF_Link,Link,processed_text,citation_weight,entropy_score,recalibration_factor
Efficient AutoML Pipeline Search with Matrix and Tensor Factorization,"Chengrun Yang, Jicong Fan, Ziyang Wu, Madeleine Udell","Data scientists seeking a good supervised learning model on a new dataset have many choices to make: they must preprocess the data, select features, possibly reduce the dimension, select an estimation algorithm, and choose hyperparameters for each of these pipeline components. With new pipeline components comes a combinatorial explosion in the number of choices! In this work, we design a new AutoML system to address this challenge: an automated system to design a supervised learning pipeline. Our system uses matrix and tensor factorization as surrogate models to model the combinatorial pipeline search space. Under these models, we develop greedy experiment design protocols to efficiently gather information about a new dataset. Experiments on large corpora of real-world classification problems demonstrate the effectiveness of our approach.",2020-06-07T18:08:48Z,cs.LG,https://arxiv.org/pdf/2006.04216v1,https://arxiv.org/abs/2006.04216v1,data scientist seeking good supervised learning model new dataset many choice make must preprocess data select feature possibly reduce dimension select estimation algorithm choose hyperparameters pipeline component new pipeline component come combinatorial explosion number choice work design new automl system address challenge automated system design supervised learning pipeline system us matrix tensor factorization surrogate model model combinatorial pipeline search space model develop greedy experiment design protocol efficiently gather information new dataset experiment large corpus realworld classification problem demonstrate effectiveness approach,0.46511627906976744,0.9914031814398276,1.2305588794046112
Randomized Policy Learning for Continuous State and Action MDPs,"Hiteshi Sharma, Rahul Jain","Deep reinforcement learning methods have achieved state-of-the-art results in a variety of challenging, high-dimensional domains ranging from video games to locomotion. The key to success has been the use of deep neural networks used to approximate the policy and value function. Yet, substantial tuning of weights is required for good results. We instead use randomized function approximation. Such networks are not only cheaper than training fully connected networks but also improve the numerical performance. We present \texttt{RANDPOL}, a generalized policy iteration algorithm for MDPs with continuous state and action spaces. Both the policy and value functions are represented with randomized networks. We also give finite time guarantees on the performance of the algorithm. Then we show the numerical performance on challenging environments and compare them with deep neural network based algorithms.",2020-06-08T02:49:47Z,cs.LG,https://arxiv.org/pdf/2006.04331v2,https://arxiv.org/abs/2006.04331v2,deep reinforcement learning method achieved stateoftheart result variety challenging highdimensional domain ranging video game locomotion key success use deep neural network used approximate policy value function yet substantial tuning weight required good result instead use randomized function approximation network cheaper training fully connected network also improve numerical performance present textttrandpol generalized policy iteration algorithm mdps continuous state action space policy value function represented randomized network also give finite time guarantee performance algorithm show numerical performance challenging environment compare deep neural network based algorithm,0.48255813953488375,0.9920775751214974,1.2393675544624543
An ASP approach for reasoning in a concept-aware multipreferential lightweight DL,"Laura Giordano, Daniele Theseider Dupré","In this paper we develop a concept aware multi-preferential semantics for dealing with typicality in description logics, where preferences are associated with concepts, starting from a collection of ranked TBoxes containing defeasible concept inclusions. Preferences are combined to define a preferential interpretation in which defeasible inclusions can be evaluated. The construction of the concept-aware multipreference semantics is related to Brewka's framework for qualitative preferences. We exploit Answer Set Programming (in particular, asprin) to achieve defeasible reasoning under the multipreference approach for the lightweight description logic EL+bot.
  The paper is under consideration for acceptance in TPLP.",2020-06-08T07:15:38Z,cs.AI,https://arxiv.org/pdf/2006.04387v2,https://arxiv.org/abs/2006.04387v2,paper develop concept aware multipreferential semantics dealing typicality description logic preference associated concept starting collection ranked tboxes containing defeasible concept inclusion preference combined define preferential interpretation defeasible inclusion evaluated construction conceptaware multipreference semantics related brewkas framework qualitative preference exploit answer set programming particular asprin achieve defeasible reasoning multipreference approach lightweight description logic elbot paper consideration acceptance tplp,0.3313953488372093,0.9919229479832022,1.1643593256832632
CAST: A Correlation-based Adaptive Spectral Clustering Algorithm on Multi-scale Data,"Xiang Li, Ben Kao, Caihua Shan, Dawei Yin, Martin Ester","We study the problem of applying spectral clustering to cluster multi-scale data, which is data whose clusters are of various sizes and densities. Traditional spectral clustering techniques discover clusters by processing a similarity matrix that reflects the proximity of objects. For multi-scale data, distance-based similarity is not effective because objects of a sparse cluster could be far apart while those of a dense cluster have to be sufficiently close. Following [16], we solve the problem of spectral clustering on multi-scale data by integrating the concept of objects' ""reachability similarity"" with a given distance-based similarity to derive an objects' coefficient matrix. We propose the algorithm CAST that applies trace Lasso to regularize the coefficient matrix. We prove that the resulting coefficient matrix has the ""grouping effect"" and that it exhibits ""sparsity"". We show that these two characteristics imply very effective spectral clustering. We evaluate CAST and 10 other clustering methods on a wide range of datasets w.r.t. various measures. Experimental results show that CAST provides excellent performance and is highly robust across test cases of multi-scale data.",2020-06-08T09:46:35Z,cs.LG,https://arxiv.org/pdf/2006.04435v1,https://arxiv.org/abs/2006.04435v1,study problem applying spectral clustering cluster multiscale data data whose cluster various size density traditional spectral clustering technique discover cluster processing similarity matrix reflects proximity object multiscale data distancebased similarity effective object sparse cluster could far apart dense cluster sufficiently close following solve problem spectral clustering multiscale data integrating concept object reachability similarity given distancebased similarity derive object coefficient matrix propose algorithm cast applies trace lasso regularize coefficient matrix prove resulting coefficient matrix grouping effect exhibit sparsity show two characteristic imply effective spectral clustering evaluate cast clustering method wide range datasets wrt various measure experimental result show cast provides excellent performance highly robust across test case multiscale data,0.627906976744186,0.9924129655534666,1.3115715124412046
Learning under Invariable Bayesian Safety,"Gal Bahar, Omer Ben-Porat, Kevin Leyton-Brown, Moshe Tennenholtz","A recent body of work addresses safety constraints in explore-and-exploit systems. Such constraints arise where, for example, exploration is carried out by individuals whose welfare should be balanced with overall welfare. In this paper, we adopt a model inspired by recent work on a bandit-like setting for recommendations. We contribute to this line of literature by introducing a safety constraint that should be respected in every round and determines that the expected value in each round is above a given threshold. Due to our modeling, the safe explore-and-exploit policy deserves careful planning, or otherwise, it will lead to sub-optimal welfare. We devise an asymptotically optimal algorithm for the setting and analyze its instance-dependent convergence rate.",2020-06-08T12:07:59Z,cs.GT,https://arxiv.org/pdf/2006.04497v1,https://arxiv.org/abs/2006.04497v1,recent body work address safety constraint exploreandexploit system constraint arise example exploration carried individual whose welfare balanced overall welfare paper adopt model inspired recent work banditlike setting recommendation contribute line literature introducing safety constraint respected every round determines expected value round given threshold due modeling safe exploreandexploit policy deserves careful planning otherwise lead suboptimal welfare devise asymptotically optimal algorithm setting analyze instancedependent convergence rate,0.37209302325581395,0.9980275738529709,1.1856795486238085
Policy-focused Agent-based Modeling using RL Behavioral Models,"Osonde A. Osoba, Raffaele Vardavas, Justin Grana, Rushil Zutshi, Amber Jaycocks","Agent-based Models (ABMs) are valuable tools for policy analysis. ABMs help analysts explore the emergent consequences of policy interventions in multi-agent decision-making settings. But the validity of inferences drawn from ABM explorations depends on the quality of the ABM agents' behavioral models. Standard specifications of agent behavioral models rely either on heuristic decision-making rules or on regressions trained on past data. Both prior specification modes have limitations. This paper examines the value of reinforcement learning (RL) models as adaptive, high-performing, and behaviorally-valid models of agent decision-making in ABMs. We test the hypothesis that RL agents are effective as utility-maximizing agents in policy ABMs. We also address the problem of adapting RL algorithms to handle multi-agency in games by adapting and extending methods from recent literature. We evaluate the performance of such RL-based ABM agents via experiments on two policy-relevant ABMs: a minority game ABM, and an ABM of Influenza Transmission. We run some analytic experiments on our AI-equipped ABMs e.g. explorations of the effects of behavioral heterogeneity in a population and the emergence of synchronization in a population. The experiments show that RL behavioral models are effective at producing reward-seeking or reward-maximizing behaviors in ABM agents. Furthermore, RL behavioral models can learn to outperform the default adaptive behavioral models in the two ABMs examined.",2020-06-09T04:55:07Z,cs.LG,https://arxiv.org/pdf/2006.05048v3,https://arxiv.org/abs/2006.05048v3,agentbased model abm valuable tool policy analysis abm help analyst explore emergent consequence policy intervention multiagent decisionmaking setting validity inference drawn abm exploration depends quality abm agent behavioral model standard specification agent behavioral model rely either heuristic decisionmaking rule regression trained past data prior specification mode limitation paper examines value reinforcement learning rl model adaptive highperforming behaviorallyvalid model agent decisionmaking abm test hypothesis rl agent effective utilitymaximizing agent policy abm also address problem adapting rl algorithm handle multiagency game adapting extending method recent literature evaluate performance rlbased abm agent via experiment two policyrelevant abm minority game abm abm influenza transmission run analytic experiment aiequipped abm eg exploration effect behavioral heterogeneity population emergence synchronization population experiment show rl behavioral model effective producing rewardseeking rewardmaximizing behavior abm agent furthermore rl behavioral model learn outperform default adaptive behavioral model two abm examined,0.8081395348837209,0.9907420595658131,1.4003289136036279
Supervised Whole DAG Causal Discovery,"Hebi Li, Qi Xiao, Jin Tian","We propose to address the task of causal structure learning from data in a supervised manner. Existing work on learning causal directions by supervised learning is restricted to learning pairwise relation, and not well suited for whole DAG discovery. We propose a novel approach of modeling the whole DAG structure discovery as a supervised learning. To fit the problem in hand, we propose to use permutation equivariant models that align well with the problem domain. We evaluate the proposed approach extensively on synthetic graphs of size 10,20,50,100 and real data, and show promising results compared with a variety of previous approaches.",2020-06-08T15:53:20Z,cs.LG,https://arxiv.org/pdf/2006.04697v1,https://arxiv.org/abs/2006.04697v1,propose address task causal structure learning data supervised manner existing work learning causal direction supervised learning restricted learning pairwise relation well suited whole dag discovery propose novel approach modeling whole dag structure discovery supervised learning fit problem hand propose use permutation equivariant model align well problem domain evaluate proposed approach extensively synthetic graph size real data show promising result compared variety previous approach,0.36627906976744184,0.998608862923098,1.1828847626864976
CycleGT: Unsupervised Graph-to-Text and Text-to-Graph Generation via Cycle Training,"Qipeng Guo, Zhijing Jin, Xipeng Qiu, Weinan Zhang, David Wipf, Zheng Zhang","Two important tasks at the intersection of knowledge graphs and natural language processing are graph-to-text (G2T) and text-to-graph (T2G) conversion. Due to the difficulty and high cost of data collection, the supervised data available in the two fields are usually on the magnitude of tens of thousands, for example, 18K in the WebNLG~2017 dataset after preprocessing, which is far fewer than the millions of data for other tasks such as machine translation. Consequently, deep learning models for G2T and T2G suffer largely from scarce training data. We present CycleGT, an unsupervised training method that can bootstrap from fully non-parallel graph and text data, and iteratively back translate between the two forms. Experiments on WebNLG datasets show that our unsupervised model trained on the same number of data achieves performance on par with several fully supervised models. Further experiments on the non-parallel GenWiki dataset verify that our method performs the best among unsupervised baselines. This validates our framework as an effective approach to overcome the data scarcity problem in the fields of G2T and T2G. Our code is available at https://github.com/QipengGuo/CycleGT.",2020-06-08T15:59:00Z,cs.CL,https://arxiv.org/pdf/2006.04702v3,https://arxiv.org/abs/2006.04702v3,two important task intersection knowledge graph natural language processing graphtotext gt texttograph tg conversion due difficulty high cost data collection supervised data available two field usually magnitude ten thousand example k webnlg dataset preprocessing far fewer million data task machine translation consequently deep learning model gt tg suffer largely scarce training data present cyclegt unsupervised training method bootstrap fully nonparallel graph text data iteratively back translate two form experiment webnlg datasets show unsupervised model trained number data achieves performance par several fully supervised model experiment nonparallel genwiki dataset verify method performs best among unsupervised baseline validates framework effective approach overcome data scarcity problem field gt tg code available httpsgithubcomqipengguocyclegt,0.6337209302325582,0.99079935982937,1.3139451459924456
Principles to Practices for Responsible AI: Closing the Gap,"Daniel Schiff, Bogdana Rakova, Aladdin Ayesh, Anat Fanti, Michael Lennon","Companies have considered adoption of various high-level artificial intelligence (AI) principles for responsible AI, but there is less clarity on how to implement these principles as organizational practices. This paper reviews the principles-to-practices gap. We outline five explanations for this gap ranging from a disciplinary divide to an overabundance of tools. In turn, we argue that an impact assessment framework which is broad, operationalizable, flexible, iterative, guided, and participatory is a promising approach to close the principles-to-practices gap. Finally, to help practitioners with applying these recommendations, we review a case study of AI's use in forest ecosystem restoration, demonstrating how an impact assessment framework can translate into effective and responsible AI practices.",2020-06-08T16:04:44Z,cs.CY,https://arxiv.org/pdf/2006.04707v1,https://arxiv.org/abs/2006.04707v1,company considered adoption various highlevel artificial intelligence ai principle responsible ai less clarity implement principle organizational practice paper review principlestopractices gap outline five explanation gap ranging disciplinary divide overabundance tool turn argue impact assessment framework broad operationalizable flexible iterative guided participatory promising approach close principlestopractices gap finally help practitioner applying recommendation review case study ai use forest ecosystem restoration demonstrating impact assessment framework translate effective responsible ai practice,0.3953488372093023,0.9918301895493906,1.1960594560737168
Mathematical Reasoning via Self-supervised Skip-tree Training,"Markus N. Rabe, Dennis Lee, Kshitij Bansal, Christian Szegedy","We examine whether self-supervised language modeling applied to mathematical formulas enables logical reasoning. We suggest several logical reasoning tasks that can be used to evaluate language models trained on formal mathematical statements, such as type inference, suggesting missing assumptions and completing equalities. To train language models for formal mathematics, we propose a novel skip-tree task. We find that models trained on the skip-tree task show surprisingly strong mathematical reasoning abilities, and outperform models trained on standard skip-sequence tasks. We also analyze the models' ability to formulate new conjectures by measuring how often the predictions are provable and useful in other proofs.",2020-06-08T17:12:08Z,cs.LG,https://arxiv.org/pdf/2006.04757v3,https://arxiv.org/abs/2006.04757v3,examine whether selfsupervised language modeling applied mathematical formula enables logical reasoning suggest several logical reasoning task used evaluate language model trained formal mathematical statement type inference suggesting missing assumption completing equality train language model formal mathematics propose novel skiptree task find model trained skiptree task show surprisingly strong mathematical reasoning ability outperform model trained standard skipsequence task also analyze model ability formulate new conjecture measuring often prediction provable useful proof,0.4069767441860465,0.9873975211412757,1.2009239141857246
Reinforcement Learning for Multi-Product Multi-Node Inventory Management in Supply Chains,"Nazneen N Sultana, Hardik Meisheri, Vinita Baniwal, Somjit Nath, Balaraman Ravindran, Harshad Khadilkar","This paper describes the application of reinforcement learning (RL) to multi-product inventory management in supply chains. The problem description and solution are both adapted from a real-world business solution. The novelty of this problem with respect to supply chain literature is (i) we consider concurrent inventory management of a large number (50 to 1000) of products with shared capacity, (ii) we consider a multi-node supply chain consisting of a warehouse which supplies three stores, (iii) the warehouse, stores, and transportation from warehouse to stores have finite capacities, (iv) warehouse and store replenishment happen at different time scales and with realistic time lags, and (v) demand for products at the stores is stochastic. We describe a novel formulation in a multi-agent (hierarchical) reinforcement learning framework that can be used for parallelised decision-making, and use the advantage actor critic (A2C) algorithm with quantised action spaces to solve the problem. Experiments show that the proposed approach is able to handle a multi-objective reward comprised of maximising product sales and minimising wastage of perishable products.",2020-06-07T04:02:59Z,cs.LG,https://arxiv.org/pdf/2006.04037v1,https://arxiv.org/abs/2006.04037v1,paper describes application reinforcement learning rl multiproduct inventory management supply chain problem description solution adapted realworld business solution novelty problem respect supply chain literature consider concurrent inventory management large number product shared capacity ii consider multinode supply chain consisting warehouse supply three store iii warehouse store transportation warehouse store finite capacity iv warehouse store replenishment happen different time scale realistic time lag v demand product store stochastic describe novel formulation multiagent hierarchical reinforcement learning framework used parallelised decisionmaking use advantage actor critic ac algorithm quantised action space solve problem experiment show proposed approach able handle multiobjective reward comprised maximising product sale minimising wastage perishable product,0.6104651162790697,0.9949796146295146,1.3037001730700553
An Empirical Meta-analysis of the Life Sciences (Linked?) Open Data on the Web,"Maulik R. Kamdar, Mark A. Musen","While the biomedical community has published several ""open data"" sources in the last decade, most researchers still endure severe logistical and technical challenges to discover, query, and integrate heterogeneous data and knowledge from multiple sources. To tackle these challenges, the community has experimented with Semantic Web and linked data technologies to create the Life Sciences Linked Open Data (LSLOD) cloud. In this paper, we extract schemas from more than 80 publicly available biomedical linked data graphs into an LSLOD schema graph and conduct an empirical meta-analysis to evaluate the extent of semantic heterogeneity across the LSLOD cloud. We observe that several LSLOD sources exist as stand-alone data sources that are not inter-linked with other sources, use unpublished schemas with minimal reuse or mappings, and have elements that are not useful for data integration from a biomedical perspective. We envision that the LSLOD schema graph and the findings from this research will aid researchers who wish to query and integrate data and knowledge from multiple biomedical sources simultaneously on the Web.",2020-06-07T14:26:32Z,cs.AI,https://arxiv.org/pdf/2006.04161v1,https://arxiv.org/abs/2006.04161v1,biomedical community published several open data source last decade researcher still endure severe logistical technical challenge discover query integrate heterogeneous data knowledge multiple source tackle challenge community experimented semantic web linked data technology create life science linked open data lslod cloud paper extract schema publicly available biomedical linked data graph lslod schema graph conduct empirical metaanalysis evaluate extent semantic heterogeneity across lslod cloud observe several lslod source exist standalone data source interlinked source use unpublished schema minimal reuse mapping element useful data integration biomedical perspective envision lslod schema graph finding research aid researcher wish query integrate data knowledge multiple biomedical source simultaneously web,0.5988372093023255,0.9883410554245117,1.2959276997346647
DeepFair: Deep Learning for Improving Fairness in Recommender Systems,"Jesús Bobadilla, Raúl Lara-Cabrera, Ángel González-Prieto, Fernando Ortega","The lack of bias management in Recommender Systems leads to minority groups receiving unfair recommendations. Moreover, the trade-off between equity and precision makes it difficult to obtain recommendations that meet both criteria. Here we propose a Deep Learning based Collaborative Filtering algorithm that provides recommendations with an optimum balance between fairness and accuracy without knowing demographic information about the users. Experimental results show that it is possible to make fair recommendations without losing a significant proportion of accuracy.",2020-06-09T13:39:38Z,cs.LG,https://arxiv.org/pdf/2006.05255v1,https://arxiv.org/abs/2006.05255v1,lack bias management recommender system lead minority group receiving unfair recommendation moreover tradeoff equity precision make difficult obtain recommendation meet criterion propose deep learning based collaborative filtering algorithm provides recommendation optimum balance fairness accuracy without knowing demographic information user experimental result show possible make fair recommendation without losing significant proportion accuracy,0.29651162790697677,0.9894993803805521,1.146699036044791
Towards United Reasoning for Automatic Induction in Isabelle/HOL,Yutaka Nagashima,"Inductive theorem proving is an important long-standing challenge in computer science. In this extended abstract, we first summarize the recent developments of proof by induction for Isabelle/HOL. Then, we propose united reasoning, a novel approach to further automating inductive theorem proving. Upon success, united reasoning takes the best of three schools of reasoning: deductive reasoning, inductive reasoning, and inductive reasoning, to prove difficult inductive problems automatically.",2020-05-25T08:30:05Z,cs.AI,https://arxiv.org/pdf/2005.12737v1,https://arxiv.org/abs/2005.12737v1,inductive theorem proving important longstanding challenge computer science extended abstract first summarize recent development proof induction isabellehol propose united reasoning novel approach automating inductive theorem proving upon success united reasoning take best three school reasoning deductive reasoning inductive reasoning inductive reasoning prove difficult inductive problem automatically,0.26744186046511625,0.9942425965746576,1.1329510448907971
BHN: A Brain-like Heterogeneous Network,Tao Liu,"The human brain works in an unsupervised way, and more than one brain region is essential for lighting up intelligence. Inspired by this, we propose a brain-like heterogeneous network (BHN), which can cooperatively learn a lot of distributed representations and one global attention representation. By optimizing distributed, self-supervised, and gradient-isolated objective functions in a minimax fashion, our model improves its representations, which are generated from patches of pictures or frames of videos in experiments.",2020-05-26T16:02:38Z,cs.NE,https://arxiv.org/pdf/2005.12826v2,https://arxiv.org/abs/2005.12826v2,human brain work unsupervised way one brain region essential lighting intelligence inspired propose brainlike heterogeneous network bhn cooperatively learn lot distributed representation one global attention representation optimizing distributed selfsupervised gradientisolated objective function minimax fashion model improves representation generated patch picture frame video experiment,0.25,0.9889872898012998,1.1236234112251624
Applying Evolutionary Metaheuristics for Parameter Estimation of Individual-Based Models,"Antonio Prestes García, Alfonso Rodríguez-Patón","Individual-based models are complex and they have usually an elevated number of input parameters which must be tuned for reproducing the observed population data or the experimental results as accurately as possible. Thus, one of the weakest points of this modelling approach lies on the fact that rarely the modeler has the enough information about the correct values or even the acceptable range for the input parameters. Consequently, several parameter combinations must be tried to find an acceptable set of input factors minimizing the deviations of simulated and the reference dataset. In practice, most of times, it is computationally unfeasible to traverse the complete search space trying all every possible combination to find the best of set of parameters. That is precisely an instance of a combinatorial problem which is suitable for being solved by metaheuristics and evolutionary computation techniques. In this work, we introduce EvoPER, an R package for simplifying the parameter estimation using evolutionary computation methods.",2020-05-24T07:48:27Z,cs.NE,https://arxiv.org/pdf/2005.12841v1,https://arxiv.org/abs/2005.12841v1,individualbased model complex usually elevated number input parameter must tuned reproducing observed population data experimental result accurately possible thus one weakest point modelling approach lie fact rarely modeler enough information correct value even acceptable range input parameter consequently several parameter combination must tried find acceptable set input factor minimizing deviation simulated reference dataset practice time computationally unfeasible traverse complete search space trying every possible combination find best set parameter precisely instance combinatorial problem suitable solved metaheuristics evolutionary computation technique work introduce evoper r package simplifying parameter estimation using evolutionary computation method,0.5290697674418605,0.9909903072716854,1.2621515057026842
GoChat: Goal-oriented Chatbots with Hierarchical Reinforcement Learning,"Jianfeng Liu, Feiyang Pan, Ling Luo","A chatbot that converses like a human should be goal-oriented (i.e., be purposeful in conversation), which is beyond language generation. However, existing dialogue systems often heavily rely on cumbersome hand-crafted rules or costly labelled datasets to reach the goals. In this paper, we propose Goal-oriented Chatbots (GoChat), a framework for end-to-end training chatbots to maximize the longterm return from offline multi-turn dialogue datasets. Our framework utilizes hierarchical reinforcement learning (HRL), where the high-level policy guides the conversation towards the final goal by determining some sub-goals, and the low-level policy fulfills the sub-goals by generating the corresponding utterance for response. In our experiments on a real-world dialogue dataset for anti-fraud in financial, our approach outperforms previous methods on both the quality of response generation as well as the success rate of accomplishing the goal.",2020-05-24T12:14:19Z,cs.CL,https://arxiv.org/pdf/2005.11729v2,https://arxiv.org/abs/2005.11729v2,chatbot converse like human goaloriented ie purposeful conversation beyond language generation however existing dialogue system often heavily rely cumbersome handcrafted rule costly labelled datasets reach goal paper propose goaloriented chatbots gochat framework endtoend training chatbots maximize longterm return offline multiturn dialogue datasets framework utilizes hierarchical reinforcement learning hrl highlevel policy guide conversation towards final goal determining subgoals lowlevel policy fulfills subgoals generating corresponding utterance response experiment realworld dialogue dataset antifraud financial approach outperforms previous method quality response generation well success rate accomplishing goal,0.48255813953488375,0.992908436819441,1.2395680240000395
"Breiman's ""Two Cultures"" Revisited and Reconciled","Subhadeep, Mukhopadhyay, Kaijun Wang","In a landmark paper published in 2001, Leo Breiman described the tense standoff between two cultures of data modeling: parametric statistical and algorithmic machine learning. The cultural division between these two statistical learning frameworks has been growing at a steady pace in recent years. What is the way forward? It has become blatantly obvious that this widening gap between ""the two cultures"" cannot be averted unless we find a way to blend them into a coherent whole. This article presents a solution by establishing a link between the two cultures. Through examples, we describe the challenges and potential gains of this new integrated statistical thinking.",2020-05-27T19:02:56Z,stat.ML,https://arxiv.org/pdf/2005.13596v1,https://arxiv.org/abs/2005.13596v1,landmark paper published leo breiman described tense standoff two culture data modeling parametric statistical algorithmic machine learning cultural division two statistical learning framework growing steady pace recent year way forward become blatantly obvious widening gap two culture averted unless find way blend coherent whole article present solution establishing link two culture example describe challenge potential gain new integrated statistical thinking,0.3488372093023256,0.9946242341349867,1.1734809710700558
Opportunistic Multi-aspect Fairness through Personalized Re-ranking,"Nasim Sonboli, Farzad Eskandanian, Robin Burke, Weiwen Liu, Bamshad Mobasher","As recommender systems have become more widespread and moved into areas with greater social impact, such as employment and housing, researchers have begun to seek ways to ensure fairness in the results that such systems produce. This work has primarily focused on developing recommendation approaches in which fairness metrics are jointly optimized along with recommendation accuracy. However, the previous work had largely ignored how individual preferences may limit the ability of an algorithm to produce fair recommendations. Furthermore, with few exceptions, researchers have only considered scenarios in which fairness is measured relative to a single sensitive feature or attribute (such as race or gender). In this paper, we present a re-ranking approach to fairness-aware recommendation that learns individual preferences across multiple fairness dimensions and uses them to enhance provider fairness in recommendation results. Specifically, we show that our opportunistic and metric-agnostic approach achieves a better trade-off between accuracy and fairness than prior re-ranking approaches and does so across multiple fairness dimensions.",2020-05-21T04:25:20Z,cs.IR,https://arxiv.org/pdf/2005.12974v1,https://arxiv.org/abs/2005.12974v1,recommender system become widespread moved area greater social impact employment housing researcher begun seek way ensure fairness result system produce work primarily focused developing recommendation approach fairness metric jointly optimized along recommendation accuracy however previous work largely ignored individual preference may limit ability algorithm produce fair recommendation furthermore exception researcher considered scenario fairness measured relative single sensitive feature attribute race gender paper present reranking approach fairnessaware recommendation learns individual preference across multiple fairness dimension us enhance provider fairness recommendation result specifically show opportunistic metricagnostic approach achieves better tradeoff accuracy fairness prior reranking approach across multiple fairness dimension,0.563953488372093,0.9888257799644758,1.278825874001611
Learning LWF Chain Graphs: an Order Independent Algorithm,"Mohammad Ali Javidian, Marco Valtorta, Pooyan Jamshidi","LWF chain graphs combine directed acyclic graphs and undirected graphs. We present a PC-like algorithm that finds the structure of chain graphs under the faithfulness assumption to resolve the problem of scalability of the proposed algorithm by Studeny (1997). We prove that our PC-like algorithm is order dependent, in the sense that the output can depend on the order in which the variables are given. This order dependence can be very pronounced in high-dimensional settings. We propose two modifications of the PC-like algorithm that remove part or all of this order dependence. Simulation results under a variety of settings demonstrate the competitive performance of the PC-like algorithms in comparison with the decomposition-based method, called LCD algorithm, proposed by Ma et al. (2008) in low-dimensional settings and improved performance in high-dimensional settings.",2020-05-27T01:05:49Z,cs.AI,https://arxiv.org/pdf/2005.14037v1,https://arxiv.org/abs/2005.14037v1,lwf chain graph combine directed acyclic graph undirected graph present pclike algorithm find structure chain graph faithfulness assumption resolve problem scalability proposed algorithm studeny prove pclike algorithm order dependent sense output depend order variable given order dependence pronounced highdimensional setting propose two modification pclike algorithm remove part order dependence simulation result variety setting demonstrate competitive performance pclike algorithm comparison decompositionbased method called lcd algorithm proposed et al lowdimensional setting improved performance highdimensional setting,0.42441860465116277,0.990238886172369,1.2101379031702992
Chat as Expected: Learning to Manipulate Black-box Neural Dialogue Models,"Haochen Liu, Zhiwei Wang, Tyler Derr, Jiliang Tang","Recently, neural network based dialogue systems have become ubiquitous in our increasingly digitalized society. However, due to their inherent opaqueness, some recently raised concerns about using neural models are starting to be taken seriously. In fact, intentional or unintentional behaviors could lead to a dialogue system to generate inappropriate responses. Thus, in this paper, we investigate whether we can learn to craft input sentences that result in a black-box neural dialogue model being manipulated into having its outputs contain target words or match target sentences. We propose a reinforcement learning based model that can generate such desired inputs automatically. Extensive experiments on a popular well-trained state-of-the-art neural dialogue model show that our method can successfully seek out desired inputs that lead to the target outputs in a considerable portion of cases. Consequently, our work reveals the potential of neural dialogue models to be manipulated, which inspires and opens the door towards developing strategies to defend them.",2020-05-27T05:34:12Z,cs.CL,https://arxiv.org/pdf/2005.13170v1,https://arxiv.org/abs/2005.13170v1,recently neural network based dialogue system become ubiquitous increasingly digitalized society however due inherent opaqueness recently raised concern using neural model starting taken seriously fact intentional unintentional behavior could lead dialogue system generate inappropriate response thus paper investigate whether learn craft input sentence result blackbox neural dialogue model manipulated output contain target word match target sentence propose reinforcement learning based model generate desired input automatically extensive experiment popular welltrained stateoftheart neural dialogue model show method successfully seek desired input lead target output considerable portion case consequently work reveals potential neural dialogue model manipulated inspires open door towards developing strategy defend,0.5813953488372093,0.9909980562353079,1.2880808303009617
Beware the evolving 'intelligent' web service! An integration architecture tactic to guard AI-first components,"Alex Cummaudo, Scott Barnett, Rajesh Vasa, John Grundy, Mohamed Abdelrazek","Intelligent services provide the power of AI to developers via simple RESTful API endpoints, abstracting away many complexities of machine learning. However, most of these intelligent services-such as computer vision-continually learn with time. When the internals within the abstracted 'black box' become hidden and evolve, pitfalls emerge in the robustness of applications that depend on these evolving services. Without adapting the way developers plan and construct projects reliant on intelligent services, significant gaps and risks result in both project planning and development. Therefore, how can software engineers best mitigate software evolution risk moving forward, thereby ensuring that their own applications maintain quality? Our proposal is an architectural tactic designed to improve intelligent service-dependent software robustness. The tactic involves creating an application-specific benchmark dataset baselined against an intelligent service, enabling evolutionary behaviour changes to be mitigated. A technical evaluation of our implementation of this architecture demonstrates how the tactic can identify 1,054 cases of substantial confidence evolution and 2,461 cases of substantial changes to response label sets using a dataset consisting of 331 images that evolve when sent to a service.",2020-05-27T06:15:18Z,cs.SE,https://arxiv.org/pdf/2005.13186v1,https://arxiv.org/abs/2005.13186v1,intelligent service provide power ai developer via simple restful api endpoint abstracting away many complexity machine learning however intelligent servicessuch computer visioncontinually learn time internals within abstracted black box become hidden evolve pitfall emerge robustness application depend evolving service without adapting way developer plan construct project reliant intelligent service significant gap risk result project planning development therefore software engineer best mitigate software evolution risk moving forward thereby ensuring application maintain quality proposal architectural tactic designed improve intelligent servicedependent software robustness tactic involves creating applicationspecific benchmark dataset baselined intelligent service enabling evolutionary behaviour change mitigated technical evaluation implementation architecture demonstrates tactic identify case substantial confidence evolution case substantial change response label set using dataset consisting image evolve sent service,0.686046511627907,0.994751127018908,1.3412227703146253
